fileTrak,MFI,artist,album,song,localPath,duracion
/audio/hombre/Twenty One Pilots/Regional at Best/07 - Glowing Eyes.flac,hombre,Twenty One Pilots,Regional at Best,07 - Glowing Eyes,/audio/hombre/Twenty One Pilots/Regional at Best,266.3066666666667
/audio/hombre/Twenty One Pilots/Regional at Best/08 - Kitchen Sink.flac,hombre,Twenty One Pilots,Regional at Best,08 - Kitchen Sink,/audio/hombre/Twenty One Pilots/Regional at Best,334.0
/audio/hombre/Twenty One Pilots/Regional at Best/09 - Anathema.flac,hombre,Twenty One Pilots,Regional at Best,09 - Anathema,/audio/hombre/Twenty One Pilots/Regional at Best,239.92
/audio/hombre/Twenty One Pilots/Regional at Best/10 - Lovely.flac,hombre,Twenty One Pilots,Regional at Best,10 - Lovely,/audio/hombre/Twenty One Pilots/Regional at Best,260.58666666666664
/audio/hombre/Twenty One Pilots/Regional at Best/11 - Ruby.flac,hombre,Twenty One Pilots,Regional at Best,11 - Ruby,/audio/hombre/Twenty One Pilots/Regional at Best,270.18666666666667
/audio/hombre/Twenty One Pilots/Regional at Best/12 - Trees.flac,hombre,Twenty One Pilots,Regional at Best,12 - Trees,/audio/hombre/Twenty One Pilots/Regional at Best,260.58666666666664
/audio/hombre/Twenty One Pilots/Regional at Best/13 - Be Concerned.flac,hombre,Twenty One Pilots,Regional at Best,13 - Be Concerned,/audio/hombre/Twenty One Pilots/Regional at Best,248.0
/audio/hombre/Twenty One Pilots/Regional at Best/14 - Clear.flac,hombre,Twenty One Pilots,Regional at Best,14 - Clear,/audio/hombre/Twenty One Pilots/Regional at Best,218.66666666666666
/audio/hombre/Twenty One Pilots/Trench/01 - Jumpsuit.flac,hombre,Twenty One Pilots,Trench,01 - Jumpsuit,/audio/hombre/Twenty One Pilots/Trench,238.56
/audio/hombre/Twenty One Pilots/Trench/02 - Levitate.flac,hombre,Twenty One Pilots,Trench,02 - Levitate,/audio/hombre/Twenty One Pilots/Trench,145.94666666666666
/audio/hombre/Twenty One Pilots/Trench/03 - Morph.flac,hombre,Twenty One Pilots,Trench,03 - Morph,/audio/hombre/Twenty One Pilots/Trench,258.85333333333335
/audio/hombre/Twenty One Pilots/Trench/04 - My Blood.flac,hombre,Twenty One Pilots,Trench,04 - My Blood,/audio/hombre/Twenty One Pilots/Trench,229.12
/audio/hombre/Twenty One Pilots/Trench/05 - Chlorine.flac,hombre,Twenty One Pilots,Trench,05 - Chlorine,/audio/hombre/Twenty One Pilots/Trench,324.46666666666664
/audio/hombre/Twenty One Pilots/Trench/06 - Smithereens.flac,hombre,Twenty One Pilots,Trench,06 - Smithereens,/audio/hombre/Twenty One Pilots/Trench,177.04
/audio/hombre/Twenty One Pilots/Trench/07 - Neon Gravestones.flac,hombre,Twenty One Pilots,Trench,07 - Neon Gravestones,/audio/hombre/Twenty One Pilots/Trench,240.26666666666668
/audio/hombre/Twenty One Pilots/Trench/08 - The Hype.flac,hombre,Twenty One Pilots,Trench,08 - The Hype,/audio/hombre/Twenty One Pilots/Trench,265.37333333333333
/audio/hombre/Twenty One Pilots/Trench/09 - Nico And The Niners.flac,hombre,Twenty One Pilots,Trench,09 - Nico And The Niners,/audio/hombre/Twenty One Pilots/Trench,225.04
/audio/hombre/Twenty One Pilots/Trench/10 - Cut My Lip.flac,hombre,Twenty One Pilots,Trench,10 - Cut My Lip,/audio/hombre/Twenty One Pilots/Trench,282.61333333333334
/audio/hombre/Twenty One Pilots/Trench/11 - Bandito.flac,hombre,Twenty One Pilots,Trench,11 - Bandito,/audio/hombre/Twenty One Pilots/Trench,330.9866666666667
/audio/hombre/Twenty One Pilots/Trench/12 - Pet Cheetah.flac,hombre,Twenty One Pilots,Trench,12 - Pet Cheetah,/audio/hombre/Twenty One Pilots/Trench,198.36
/audio/hombre/Twenty One Pilots/Trench/13 - Legend.flac,hombre,Twenty One Pilots,Trench,13 - Legend,/audio/hombre/Twenty One Pilots/Trench,172.56
/audio/hombre/Twenty One Pilots/Trench/14 - Leave The City.flac,hombre,Twenty One Pilots,Trench,14 - Leave The City,/audio/hombre/Twenty One Pilots/Trench,280.49333333333334
/audio/hombre/Twenty One Pilots/Twenty One Pilots/01 - Implicit Demand For Proof.flac,hombre,Twenty One Pilots,Twenty One Pilots,01 - Implicit Demand For Proof,/audio/hombre/Twenty One Pilots/Twenty One Pilots,291.93333333333334
/audio/hombre/Twenty One Pilots/Twenty One Pilots/02 - Fall Away.flac,hombre,Twenty One Pilots,Twenty One Pilots,02 - Fall Away,/audio/hombre/Twenty One Pilots/Twenty One Pilots,182.0
/audio/hombre/Twenty One Pilots/Twenty One Pilots/03 - The Pantaloon.flac,hombre,Twenty One Pilots,Twenty One Pilots,03 - The Pantaloon,/audio/hombre/Twenty One Pilots/Twenty One Pilots,213.2
/audio/hombre/Twenty One Pilots/Twenty One Pilots/04 - Addict With A Pen.flac,hombre,Twenty One Pilots,Twenty One Pilots,04 - Addict With A Pen,/audio/hombre/Twenty One Pilots/Twenty One Pilots,286.50666666666666
"/audio/hombre/Twenty One Pilots/Twenty One Pilots/05 - Friend, Please.flac",hombre,Twenty One Pilots,Twenty One Pilots,"05 - Friend, Please",/audio/hombre/Twenty One Pilots/Twenty One Pilots,252.90666666666667
/audio/hombre/Twenty One Pilots/Twenty One Pilots/06 - March to The Sea.flac,hombre,Twenty One Pilots,Twenty One Pilots,06 - March to The Sea,/audio/hombre/Twenty One Pilots/Twenty One Pilots,331.76
/audio/hombre/Twenty One Pilots/Twenty One Pilots/07 - Johnny Boy.flac,hombre,Twenty One Pilots,Twenty One Pilots,07 - Johnny Boy,/audio/hombre/Twenty One Pilots/Twenty One Pilots,279.05333333333334
"/audio/hombre/Twenty One Pilots/Twenty One Pilots/08 - Oh, Ms. Believer.flac",hombre,Twenty One Pilots,Twenty One Pilots,"08 - Oh, Ms. Believer",/audio/hombre/Twenty One Pilots/Twenty One Pilots,217.0
/audio/hombre/Twenty One Pilots/Twenty One Pilots/09 - Air Catcher.flac,hombre,Twenty One Pilots,Twenty One Pilots,09 - Air Catcher,/audio/hombre/Twenty One Pilots/Twenty One Pilots,254.0
/audio/hombre/Twenty One Pilots/Twenty One Pilots/10 - Trapdoor.flac,hombre,Twenty One Pilots,Twenty One Pilots,10 - Trapdoor,/audio/hombre/Twenty One Pilots/Twenty One Pilots,277.0133333333333
"/audio/hombre/Twenty One Pilots/Twenty One Pilots/11 - A Car, A Torch, A Death.flac",hombre,Twenty One Pilots,Twenty One Pilots,"11 - A Car, A Torch, A Death",/audio/hombre/Twenty One Pilots/Twenty One Pilots,273.7866666666667
/audio/hombre/Twenty One Pilots/Twenty One Pilots/12 - Taxi Cab.flac,hombre,Twenty One Pilots,Twenty One Pilots,12 - Taxi Cab,/audio/hombre/Twenty One Pilots/Twenty One Pilots,285.73333333333335
/audio/hombre/Twenty One Pilots/Twenty One Pilots/13 - Before You Start Your Day.flac,hombre,Twenty One Pilots,Twenty One Pilots,13 - Before You Start Your Day,/audio/hombre/Twenty One Pilots/Twenty One Pilots,233.0
/audio/hombre/Twenty One Pilots/Twenty One Pilots/14 - Isle of Flightless Birds.flac,hombre,Twenty One Pilots,Twenty One Pilots,14 - Isle of Flightless Birds,/audio/hombre/Twenty One Pilots/Twenty One Pilots,345.50666666666666
/audio/hombre/Twenty One Pilots/Vessel/01_-_Ode_To_Sleep.flac,hombre,Twenty One Pilots,Vessel,01_-_Ode_To_Sleep,/audio/hombre/Twenty One Pilots/Vessel,308.38666666666666
/audio/hombre/Twenty One Pilots/Vessel/02_-_Holding_On_To_You.flac,hombre,Twenty One Pilots,Vessel,02_-_Holding_On_To_You,/audio/hombre/Twenty One Pilots/Vessel,263.73333333333335
/audio/hombre/Twenty One Pilots/Vessel/03_-_Migraine.flac,hombre,Twenty One Pilots,Vessel,03_-_Migraine,/audio/hombre/Twenty One Pilots/Vessel,239.01333333333332
/audio/hombre/Twenty One Pilots/Vessel/04_-_House_of_Gold.flac,hombre,Twenty One Pilots,Vessel,04_-_House_of_Gold,/audio/hombre/Twenty One Pilots/Vessel,163.88
/audio/hombre/Twenty One Pilots/Vessel/05_-_Car_Radio.flac,hombre,Twenty One Pilots,Vessel,05_-_Car_Radio,/audio/hombre/Twenty One Pilots/Vessel,267.72
/audio/hombre/Twenty One Pilots/Vessel/06_-_Semi-Automatic.flac,hombre,Twenty One Pilots,Vessel,06_-_Semi-Automatic,/audio/hombre/Twenty One Pilots/Vessel,253.68
/audio/hombre/Twenty One Pilots/Vessel/07_-_Screen.flac,hombre,Twenty One Pilots,Vessel,07_-_Screen,/audio/hombre/Twenty One Pilots/Vessel,229.12
/audio/hombre/Twenty One Pilots/Vessel/08_-_The_Run_And_Go.flac,hombre,Twenty One Pilots,Vessel,08_-_The_Run_And_Go,/audio/hombre/Twenty One Pilots/Vessel,229.0
/audio/hombre/Twenty One Pilots/Vessel/09_-_Fake_You_Out.flac,hombre,Twenty One Pilots,Vessel,09_-_Fake_You_Out,/audio/hombre/Twenty One Pilots/Vessel,231.32
/audio/hombre/Twenty One Pilots/Vessel/10_-_Guns_For_Hands.flac,hombre,Twenty One Pilots,Vessel,10_-_Guns_For_Hands,/audio/hombre/Twenty One Pilots/Vessel,273.3466666666667
/audio/hombre/Twenty One Pilots/Vessel/11_-_Trees.flac,hombre,Twenty One Pilots,Vessel,11_-_Trees,/audio/hombre/Twenty One Pilots/Vessel,267.38666666666666
/audio/hombre/Twenty One Pilots/Vessel/12_-_Truce.flac,hombre,Twenty One Pilots,Vessel,12_-_Truce,/audio/hombre/Twenty One Pilots/Vessel,142.54666666666665
/audio/mujer/Ariana Grande/Brand New You (From 13)/01. Brand New You (feat. Brynn Williams & Caitlin Gann).flac,mujer,Ariana Grande,Brand New You (From 13),01. Brand New You (feat. Brynn Williams & Caitlin Gann),/audio/mujer/Ariana Grande/Brand New You (From 13),188.09333333333333
/audio/mujer/Ariana Grande/Brand New You (From 13)/02. A Little More Homework (feat. Graham Phillips) (Single Version).flac,mujer,Ariana Grande,Brand New You (From 13),02. A Little More Homework (feat. Graham Phillips) (Single Version),/audio/mujer/Ariana Grande/Brand New You (From 13),302.73333333333335
/audio/mujer/Ariana Grande/Christmas & Chill/01. Intro.flac,mujer,Ariana Grande,Christmas & Chill,01. Intro,/audio/mujer/Ariana Grande/Christmas & Chill,65.69333333333333
/audio/mujer/Ariana Grande/Christmas & Chill/02. Wit It This Christmas.flac,mujer,Ariana Grande,Christmas & Chill,02. Wit It This Christmas,/audio/mujer/Ariana Grande/Christmas & Chill,161.28
/audio/mujer/Ariana Grande/Christmas & Chill/03. December.flac,mujer,Ariana Grande,Christmas & Chill,03. December,/audio/mujer/Ariana Grande/Christmas & Chill,116.26666666666667
/audio/mujer/Ariana Grande/Christmas & Chill/04. Not Just On Christmas.flac,mujer,Ariana Grande,Christmas & Chill,04. Not Just On Christmas,/audio/mujer/Ariana Grande/Christmas & Chill,122.76
/audio/mujer/Ariana Grande/Christmas & Chill/05. True Love.flac,mujer,Ariana Grande,Christmas & Chill,05. True Love,/audio/mujer/Ariana Grande/Christmas & Chill,166.25333333333333
/audio/mujer/Ariana Grande/Christmas & Chill/06. Winter Things.flac,mujer,Ariana Grande,Christmas & Chill,06. Winter Things,/audio/mujer/Ariana Grande/Christmas & Chill,158.72
/audio/mujer/Ariana Grande/Christmas Kisses/01. Last Christmas.flac,mujer,Ariana Grande,Christmas Kisses,01. Last Christmas,/audio/mujer/Ariana Grande/Christmas Kisses,203.65333333333334
/audio/mujer/Ariana Grande/Christmas Kisses/02. Love Is Everything.flac,mujer,Ariana Grande,Christmas Kisses,02. Love Is Everything,/audio/mujer/Ariana Grande/Christmas Kisses,212.78666666666666
/audio/mujer/Ariana Grande/Christmas Kisses/03. Snow In California.flac,mujer,Ariana Grande,Christmas Kisses,03. Snow In California,/audio/mujer/Ariana Grande/Christmas Kisses,206.37333333333333
/audio/mujer/Ariana Grande/Christmas Kisses/04. Santa Baby.flac,mujer,Ariana Grande,Christmas Kisses,04. Santa Baby,/audio/mujer/Ariana Grande/Christmas Kisses,170.93333333333334
/audio/mujer/Ariana Grande/Dangerous Woman/01. Moonlight.flac,mujer,Ariana Grande,Dangerous Woman,01. Moonlight,/audio/mujer/Ariana Grande/Dangerous Woman,202.36
/audio/mujer/Ariana Grande/Dangerous Woman/02. Dangerous Woman.flac,mujer,Ariana Grande,Dangerous Woman,02. Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman,235.94666666666666
/audio/mujer/Ariana Grande/Dangerous Woman/03. Be Alright.flac,mujer,Ariana Grande,Dangerous Woman,03. Be Alright,/audio/mujer/Ariana Grande/Dangerous Woman,179.29333333333332
/audio/mujer/Ariana Grande/Dangerous Woman/04. Into You.flac,mujer,Ariana Grande,Dangerous Woman,04. Into You,/audio/mujer/Ariana Grande/Dangerous Woman,244.44
/audio/mujer/Ariana Grande/Dangerous Woman/05. Side To Side.flac,mujer,Ariana Grande,Dangerous Woman,05. Side To Side,/audio/mujer/Ariana Grande/Dangerous Woman,226.17333333333335
/audio/mujer/Ariana Grande/Dangerous Woman/06. Let Me Love You.flac,mujer,Ariana Grande,Dangerous Woman,06. Let Me Love You,/audio/mujer/Ariana Grande/Dangerous Woman,223.88
/audio/mujer/Ariana Grande/Dangerous Woman/07. Greedy.flac,mujer,Ariana Grande,Dangerous Woman,07. Greedy,/audio/mujer/Ariana Grande/Dangerous Woman,214.88
/audio/mujer/Ariana Grande/Dangerous Woman/08. Leave Me Lonely.flac,mujer,Ariana Grande,Dangerous Woman,08. Leave Me Lonely,/audio/mujer/Ariana Grande/Dangerous Woman,229.68
/audio/mujer/Ariana Grande/Dangerous Woman/09. Everyday.flac,mujer,Ariana Grande,Dangerous Woman,09. Everyday,/audio/mujer/Ariana Grande/Dangerous Woman,194.84
/audio/mujer/Ariana Grande/Dangerous Woman/10. Sometimes.flac,mujer,Ariana Grande,Dangerous Woman,10. Sometimes,/audio/mujer/Ariana Grande/Dangerous Woman,226.66666666666666
/audio/mujer/Ariana Grande/Dangerous Woman/11. I Don't Care.flac,mujer,Ariana Grande,Dangerous Woman,11. I Don't Care,/audio/mujer/Ariana Grande/Dangerous Woman,178.02666666666667
/audio/mujer/Ariana Grande/Dangerous Woman/12. Bad Decisions.flac,mujer,Ariana Grande,Dangerous Woman,12. Bad Decisions,/audio/mujer/Ariana Grande/Dangerous Woman,226.42666666666668
/audio/mujer/Ariana Grande/Dangerous Woman/13. Touch It.flac,mujer,Ariana Grande,Dangerous Woman,13. Touch It,/audio/mujer/Ariana Grande/Dangerous Woman,260.0
/audio/mujer/Ariana Grande/Dangerous Woman/14. Knew Better _ Forever Boy.flac,mujer,Ariana Grande,Dangerous Woman,14. Knew Better _ Forever Boy,/audio/mujer/Ariana Grande/Dangerous Woman,299.2133333333333
/audio/mujer/Ariana Grande/Dangerous Woman/15. Thinking Bout You.flac,mujer,Ariana Grande,Dangerous Woman,15. Thinking Bout You,/audio/mujer/Ariana Grande/Dangerous Woman,200.38666666666666
/audio/mujer/Ariana Grande/Dangerous Woman/16. Step On Up.flac,mujer,Ariana Grande,Dangerous Woman,16. Step On Up,/audio/mujer/Ariana Grande/Dangerous Woman,180.85333333333332
/audio/mujer/Ariana Grande/Dangerous Woman/17. Jason's Song (Gave It Away).flac,mujer,Ariana Grande,Dangerous Woman,17. Jason's Song (Gave It Away),/audio/mujer/Ariana Grande/Dangerous Woman,264.64
/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/01. Moonlight.flac,mujer,Ariana Grande,Dangerous Woman (Edited),01. Moonlight,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),202.36
/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/02. Dangerous Woman.flac,mujer,Ariana Grande,Dangerous Woman (Edited),02. Dangerous Woman,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),235.94666666666666
/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/03. Be Alright.flac,mujer,Ariana Grande,Dangerous Woman (Edited),03. Be Alright,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),179.29333333333332
/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/04. Into You.flac,mujer,Ariana Grande,Dangerous Woman (Edited),04. Into You,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),244.45333333333335
/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/05. Side To Side.flac,mujer,Ariana Grande,Dangerous Woman (Edited),05. Side To Side,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),226.16
/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/06. Let Me Love You.flac,mujer,Ariana Grande,Dangerous Woman (Edited),06. Let Me Love You,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),223.85333333333332
/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/07. Greedy.flac,mujer,Ariana Grande,Dangerous Woman (Edited),07. Greedy,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),214.90666666666667
/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/08. Leave Me Lonely.flac,mujer,Ariana Grande,Dangerous Woman (Edited),08. Leave Me Lonely,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),229.68
/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/09. Everyday.flac,mujer,Ariana Grande,Dangerous Woman (Edited),09. Everyday,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),194.84
/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/10. Sometimes.flac,mujer,Ariana Grande,Dangerous Woman (Edited),10. Sometimes,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),226.66666666666666
/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/11. I Don't Care.flac,mujer,Ariana Grande,Dangerous Woman (Edited),11. I Don't Care,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),178.02666666666667
/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/12. Bad Decisions.flac,mujer,Ariana Grande,Dangerous Woman (Edited),12. Bad Decisions,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),226.42666666666668
/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/13. Touch It.flac,mujer,Ariana Grande,Dangerous Woman (Edited),13. Touch It,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),260.0
/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/14. Knew Better _ Forever Boy.flac,mujer,Ariana Grande,Dangerous Woman (Edited),14. Knew Better _ Forever Boy,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),299.2133333333333
/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/15. Thinking Bout You.flac,mujer,Ariana Grande,Dangerous Woman (Edited),15. Thinking Bout You,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),200.4
/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/16. Step On Up.flac,mujer,Ariana Grande,Dangerous Woman (Edited),16. Step On Up,/audio/mujer/Ariana Grande/Dangerous Woman (Edited),180.85333333333332
/audio/mujer/Ariana Grande/Dangerous Woman (Edited)/17. Jason's Song (Gave It Away).flac,mujer,Ariana Grande,Dangerous Woman (Edited),17. Jason's Song (Gave It Away),/audio/mujer/Ariana Grande/Dangerous Woman (Edited),264.62603174603174
/audio/mujer/Ariana Grande/k bye for now (swt live)/01. raindrops (an angel cried) (live).flac,mujer,Ariana Grande,k bye for now (swt live),01. raindrops (an angel cried) (live),/audio/mujer/Ariana Grande/k bye for now (swt live),43.251179138321994
/audio/mujer/Ariana Grande/k bye for now (swt live)/02. god is a woman (live).flac,mujer,Ariana Grande,k bye for now (swt live),02. god is a woman (live),/audio/mujer/Ariana Grande/k bye for now (swt live),213.06814058956917
/audio/mujer/Ariana Grande/k bye for now (swt live)/03. bad idea (live).flac,mujer,Ariana Grande,k bye for now (swt live),03. bad idea (live),/audio/mujer/Ariana Grande/k bye for now (swt live),212.16362811791385
"/audio/mujer/Ariana Grande/k bye for now (swt live)/04. break up with your girlfriend, i'm bored (live).flac",mujer,Ariana Grande,k bye for now (swt live),"04. break up with your girlfriend, i'm bored (live)",/audio/mujer/Ariana Grande/k bye for now (swt live),223.87204081632652
/audio/mujer/Ariana Grande/k bye for now (swt live)/05. r.e.m (live).flac,mujer,Ariana Grande,k bye for now (swt live),05. r.e.m (live),/audio/mujer/Ariana Grande/k bye for now (swt live),177.91256235827663
/audio/mujer/Ariana Grande/k bye for now (swt live)/06. be alright (live).flac,mujer,Ariana Grande,k bye for now (swt live),06. be alright (live),/audio/mujer/Ariana Grande/k bye for now (swt live),174.60403628117913
/audio/mujer/Ariana Grande/k bye for now (swt live)/07. sweetener (live).flac,mujer,Ariana Grande,k bye for now (swt live),07. sweetener (live),/audio/mujer/Ariana Grande/k bye for now (swt live),174.0
/audio/mujer/Ariana Grande/k bye for now (swt live)/08. successful (live).flac,mujer,Ariana Grande,k bye for now (swt live),08. successful (live),/audio/mujer/Ariana Grande/k bye for now (swt live),125.63106575963718
/audio/mujer/Ariana Grande/k bye for now (swt live)/09. side to side (live).flac,mujer,Ariana Grande,k bye for now (swt live),09. side to side (live),/audio/mujer/Ariana Grande/k bye for now (swt live),260.51907029478457
/audio/mujer/Ariana Grande/k bye for now (swt live)/10. 7 rings (live).flac,mujer,Ariana Grande,k bye for now (swt live),10. 7 rings (live),/audio/mujer/Ariana Grande/k bye for now (swt live),226.8498185941043
/audio/mujer/Ariana Grande/k bye for now (swt live)/11. love me harder (live).flac,mujer,Ariana Grande,k bye for now (swt live),11. love me harder (live),/audio/mujer/Ariana Grande/k bye for now (swt live),83.78455782312925
/audio/mujer/Ariana Grande/k bye for now (swt live)/12. breathin (live).flac,mujer,Ariana Grande,k bye for now (swt live),12. breathin (live),/audio/mujer/Ariana Grande/k bye for now (swt live),208.29408163265308
/audio/mujer/Ariana Grande/k bye for now (swt live)/13. needy (live).flac,mujer,Ariana Grande,k bye for now (swt live),13. needy (live),/audio/mujer/Ariana Grande/k bye for now (swt live),174.2948299319728
/audio/mujer/Ariana Grande/k bye for now (swt live)/14. fake smile (live).flac,mujer,Ariana Grande,k bye for now (swt live),14. fake smile (live),/audio/mujer/Ariana Grande/k bye for now (swt live),205.58614512471655
/audio/mujer/Ariana Grande/k bye for now (swt live)/15. make up (live).flac,mujer,Ariana Grande,k bye for now (swt live),15. make up (live),/audio/mujer/Ariana Grande/k bye for now (swt live),138.3587074829932
/audio/mujer/Ariana Grande/k bye for now (swt live)/16. right there (live).flac,mujer,Ariana Grande,k bye for now (swt live),16. right there (live),/audio/mujer/Ariana Grande/k bye for now (swt live),99.40551020408164
/audio/mujer/Ariana Grande/k bye for now (swt live)/17. you'll never know (live).flac,mujer,Ariana Grande,k bye for now (swt live),17. you'll never know (live),/audio/mujer/Ariana Grande/k bye for now (swt live),81.40106575963719
/audio/mujer/Ariana Grande/k bye for now (swt live)/18. break your heart right back (live).flac,mujer,Ariana Grande,k bye for now (swt live),18. break your heart right back (live),/audio/mujer/Ariana Grande/k bye for now (swt live),134.87503401360544
/audio/mujer/Ariana Grande/k bye for now (swt live)/19. nasa (live).flac,mujer,Ariana Grande,k bye for now (swt live),19. nasa (live),/audio/mujer/Ariana Grande/k bye for now (swt live),185.0
/audio/mujer/Ariana Grande/k bye for now (swt live)/20. tattooed heart (live).flac,mujer,Ariana Grande,k bye for now (swt live),20. tattooed heart (live),/audio/mujer/Ariana Grande/k bye for now (swt live),203.33668934240362
/audio/mujer/Ariana Grande/k bye for now (swt live)/21. only 1 (live).flac,mujer,Ariana Grande,k bye for now (swt live),21. only 1 (live),/audio/mujer/Ariana Grande/k bye for now (swt live),162.8757596371882
/audio/mujer/Ariana Grande/k bye for now (swt live)/22. goodnight n go (live).flac,mujer,Ariana Grande,k bye for now (swt live),22. goodnight n go (live),/audio/mujer/Ariana Grande/k bye for now (swt live),188.78750566893424
/audio/mujer/Ariana Grande/k bye for now (swt live)/23. get well soon (live).flac,mujer,Ariana Grande,k bye for now (swt live),23. get well soon (live),/audio/mujer/Ariana Grande/k bye for now (swt live),207.0
/audio/mujer/Ariana Grande/k bye for now (swt live)/24. in my head interlude (live).flac,mujer,Ariana Grande,k bye for now (swt live),24. in my head interlude (live),/audio/mujer/Ariana Grande/k bye for now (swt live),150.0
/audio/mujer/Ariana Grande/k bye for now (swt live)/25. everytime (live).flac,mujer,Ariana Grande,k bye for now (swt live),25. everytime (live),/audio/mujer/Ariana Grande/k bye for now (swt live),131.92825396825396
/audio/mujer/Ariana Grande/k bye for now (swt live)/26. the light is coming (live).flac,mujer,Ariana Grande,k bye for now (swt live),26. the light is coming (live),/audio/mujer/Ariana Grande/k bye for now (swt live),130.07172335600907
/audio/mujer/Ariana Grande/k bye for now (swt live)/27. into you (live).flac,mujer,Ariana Grande,k bye for now (swt live),27. into you (live),/audio/mujer/Ariana Grande/k bye for now (swt live),179.2318820861678
/audio/mujer/Ariana Grande/k bye for now (swt live)/28. my heart belongs to daddy (live).flac,mujer,Ariana Grande,k bye for now (swt live),28. my heart belongs to daddy (live),/audio/mujer/Ariana Grande/k bye for now (swt live),107.32149659863946
/audio/mujer/Ariana Grande/k bye for now (swt live)/29. dangerous woman (live).flac,mujer,Ariana Grande,k bye for now (swt live),29. dangerous woman (live),/audio/mujer/Ariana Grande/k bye for now (swt live),233.44659863945577
/audio/mujer/Ariana Grande/k bye for now (swt live)/30. break free (live).flac,mujer,Ariana Grande,k bye for now (swt live),30. break free (live),/audio/mujer/Ariana Grande/k bye for now (swt live),151.58333333333334
/audio/mujer/Ariana Grande/k bye for now (swt live)/31. no tears left to cry (live).flac,mujer,Ariana Grande,k bye for now (swt live),31. no tears left to cry (live),/audio/mujer/Ariana Grande/k bye for now (swt live),233.41666666666666
"/audio/mujer/Ariana Grande/k bye for now (swt live)/32. thank u, next (live).flac",mujer,Ariana Grande,k bye for now (swt live),"32. thank u, next (live)",/audio/mujer/Ariana Grande/k bye for now (swt live),389.72832199546485
/audio/mujer/Ariana Grande/My Everything/01. Intro.flac,mujer,Ariana Grande,My Everything,01. Intro,/audio/mujer/Ariana Grande/My Everything,79.88
/audio/mujer/Ariana Grande/My Everything/02. Problem.flac,mujer,Ariana Grande,My Everything,02. Problem,/audio/mujer/Ariana Grande/My Everything,193.89333333333335
/audio/mujer/Ariana Grande/My Everything/03. One Last Time.flac,mujer,Ariana Grande,My Everything,03. One Last Time,/audio/mujer/Ariana Grande/My Everything,197.25333333333333
/audio/mujer/Ariana Grande/My Everything/04. Why Try.flac,mujer,Ariana Grande,My Everything,04. Why Try,/audio/mujer/Ariana Grande/My Everything,211.88
/audio/mujer/Ariana Grande/My Everything/05. Break Free.flac,mujer,Ariana Grande,My Everything,05. Break Free,/audio/mujer/Ariana Grande/My Everything,214.84
/audio/mujer/Ariana Grande/My Everything/06. Best Mistake.flac,mujer,Ariana Grande,My Everything,06. Best Mistake,/audio/mujer/Ariana Grande/My Everything,233.73333333333332
/audio/mujer/Ariana Grande/My Everything/07. Be My Baby.flac,mujer,Ariana Grande,My Everything,07. Be My Baby,/audio/mujer/Ariana Grande/My Everything,217.05333333333334
/audio/mujer/Ariana Grande/My Everything/08. Break Your Heart Right Back.flac,mujer,Ariana Grande,My Everything,08. Break Your Heart Right Back,/audio/mujer/Ariana Grande/My Everything,253.38666666666666
/audio/mujer/Ariana Grande/My Everything/09. Love Me Harder.flac,mujer,Ariana Grande,My Everything,09. Love Me Harder,/audio/mujer/Ariana Grande/My Everything,236.13333333333333
/audio/mujer/Ariana Grande/My Everything/10. Just A Little Bit Of Your Heart.flac,mujer,Ariana Grande,My Everything,10. Just A Little Bit Of Your Heart,/audio/mujer/Ariana Grande/My Everything,232.58666666666667
