artist,MFI,album,song,original_path,original_file,16k_path,16k_file,sample_full
Metallica,hombre,1991 - Open Graves,03. Harvester Of Sorrow,/audio/hombre/Metallica/1991 - Open Graves,/audio/hombre/Metallica/1991 - Open Graves/03. Harvester Of Sorrow.flac,..\data\masterDS,..\data\masterDS\03. Harvester Of Sorrow39.flac,sample
Metallica,hombre,2023 - 72 Seasons,12. Inamorata,/audio/hombre/Metallica/2023 - 72 Seasons,/audio/hombre/Metallica/2023 - 72 Seasons/12. Inamorata.flac,..\data\masterDS,..\data\masterDS\12. Inamorata62.flac,sample
Metallica,hombre,1993 - Live Shit_Binge & Purge (3xCD),01. Nothing Else Matters,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/01. Nothing Else Matters.flac,..\data\masterDS,..\data\masterDS\01. Nothing Else Matters18.flac,sample
Metallica,hombre,1998 - Garage Inc (2xCD),04. Crash Course In Brain Surgery,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/04. Crash Course In Brain Surgery.flac,..\data\masterDS,..\data\masterDS\04. Crash Course In Brain Surgery6.flac,sample
Metallica,hombre,1998 - Garage Inc (2xCD),04. Turn The Page,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/04. Turn The Page.flac,..\data\masterDS,..\data\masterDS\04. Turn The Page31.flac,sample
Metallica,hombre,2003 - St. Anger,07. Shoot Me Again,/audio/hombre/Metallica/2003 - St. Anger,/audio/hombre/Metallica/2003 - St. Anger/07. Shoot Me Again.flac,..\data\masterDS,..\data\masterDS\07. Shoot Me Again14.flac,sample
Metallica,hombre,2016 - Hardwired...To Self-Destruct (3xCD),06. Spit Out The Bone,/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/06. Spit Out The Bone.flac,..\data\masterDS,..\data\masterDS\06. Spit Out The Bone19.flac,sample
Metallica,hombre,1991 - Open Graves,12. Am I Evil_ _ Battery,/audio/hombre/Metallica/1991 - Open Graves,/audio/hombre/Metallica/1991 - Open Graves/12. Am I Evil_ _ Battery.flac,..\data\masterDS,..\data\masterDS\12. Am I Evil_ _ Battery61.flac,sample
Metallica,hombre,1998 - Garage Inc (2xCD),11. The More I See,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/11. The More I See.flac,..\data\masterDS,..\data\masterDS\11. The More I See27.flac,sample
Metallica,hombre,1999 - S&M (2xCD),04. -Human,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/04. -Human.flac,..\data\masterDS,..\data\masterDS\04. -Human2.flac,sample
Metallica,hombre,1999 - S&M (2xCD),02. The Call Of Ktulu,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/02. The Call Of Ktulu.flac,..\data\masterDS,..\data\masterDS\02. The Call Of Ktulu20.flac,sample
Metallica,hombre,1998 - Garage Inc (2xCD),06. Loverman,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/06. Loverman.flac,..\data\masterDS,..\data\masterDS\06. Loverman24.flac,sample
Metallica,hombre,2023 - 72 Seasons,01. 72 Seasons,/audio/hombre/Metallica/2023 - 72 Seasons,/audio/hombre/Metallica/2023 - 72 Seasons/01. 72 Seasons.flac,..\data\masterDS,..\data\masterDS\01. 72 Seasons4.flac,sample
Metallica,hombre,2003 - St. Anger,05. Invisible Kid,/audio/hombre/Metallica/2003 - St. Anger,/audio/hombre/Metallica/2003 - St. Anger/05. Invisible Kid.flac,..\data\masterDS,..\data\masterDS\05. Invisible Kid39.flac,sample
Metallica,hombre,"2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)",02. For Whom The Bell Tolls,"/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)","/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)/02. For Whom The Bell Tolls.flac",..\data\masterDS,..\data\masterDS\02. For Whom The Bell Tolls13.flac,sample
Metallica,hombre,1996 - Apocalyptica_Plays Metallica By Four Cellos,03. Harvester Of Sorrow,/audio/hombre/Metallica/1996 - Apocalyptica_Plays Metallica By Four Cellos,/audio/hombre/Metallica/1996 - Apocalyptica_Plays Metallica By Four Cellos/03. Harvester Of Sorrow.flac,..\data\masterDS,..\data\masterDS\03. Harvester Of Sorrow4.flac,sample
Metallica,hombre,2016 - Hardwired...To Self-Destruct (3xCD),03. Now That We’re Dead,/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/03. Now That We’re Dead.flac,..\data\masterDS,..\data\masterDS\03. Now That We’re Dead31.flac,sample
Metallica,hombre,1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),04. Whenever I May Roam,/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996)/04. Whenever I May Roam.flac,..\data\masterDS,..\data\masterDS\04. Whenever I May Roam9.flac,sample
Metallica,hombre,1996 - Apocalyptica_Plays Metallica By Four Cellos,06. Creeping Death,/audio/hombre/Metallica/1996 - Apocalyptica_Plays Metallica By Four Cellos,/audio/hombre/Metallica/1996 - Apocalyptica_Plays Metallica By Four Cellos/06. Creeping Death.flac,..\data\masterDS,..\data\masterDS\06. Creeping Death13.flac,sample
Metallica,hombre,1997 - Reload,12. Attitude,/audio/hombre/Metallica/1997 - Reload,/audio/hombre/Metallica/1997 - Reload/12. Attitude.flac,..\data\masterDS,..\data\masterDS\12. Attitude29.flac,sample
Metallica,hombre,1993 - Heavy Best,03. For Whom The Bell Tolls,/audio/hombre/Metallica/1993 - Heavy Best,/audio/hombre/Metallica/1993 - Heavy Best/03. For Whom The Bell Tolls.flac,..\data\masterDS,..\data\masterDS\03. For Whom The Bell Tolls24.flac,sample
Metallica,hombre,1999 - S&M (2xCD),01. The Ecstasy Of Gold,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/01. The Ecstasy Of Gold.flac,..\data\masterDS,..\data\masterDS\01. The Ecstasy Of Gold13.flac,sample
Metallica,hombre,2016 - Hardwired...To Self-Destruct (3xCD),01. Confusion,/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/01. Confusion.flac,..\data\masterDS,..\data\masterDS\01. Confusion40.flac,sample
Metallica,hombre,2022 - No Life 'Til Leather_Definitive Edition,16. Phantom Lord (2015 Record Store Day Version),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/16. Phantom Lord (2015 Record Store Day Version).flac,..\data\masterDS,..\data\masterDS\16. Phantom Lord (2015 Record Store Day Version)15.flac,sample
Metallica,hombre,1998 - Garage Inc (2xCD),10. Tuesday’s Gone,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/10. Tuesday’s Gone.flac,..\data\masterDS,..\data\masterDS\10. Tuesday’s Gone52.flac,sample
Metallica,hombre,2011 - Various Artists_ A Tribute To The Black Album,01. Lemmy - Enter Sandman,/audio/hombre/Metallica/2011 - Various Artists_ A Tribute To The Black Album,/audio/hombre/Metallica/2011 - Various Artists_ A Tribute To The Black Album/01. Lemmy - Enter Sandman.flac,..\data\masterDS,..\data\masterDS\01. Lemmy - Enter Sandman24.flac,sample
Metallica,hombre,1999 - S&M (2xCD),03. For Whom The Bell Tolls,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/03. For Whom The Bell Tolls.flac,..\data\masterDS,..\data\masterDS\03. For Whom The Bell Tolls1.flac,sample
Metallica,hombre,1999 - S&M (2xCD),10. Devil's Dance,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/10. Devil's Dance.flac,..\data\masterDS,..\data\masterDS\10. Devil's Dance6.flac,sample
Metallica,hombre,2013 - Through The Never (Music From The Motion Picture),06. Enter Sandman,/audio/hombre/Metallica/2013 - Through The Never (Music From The Motion Picture),/audio/hombre/Metallica/2013 - Through The Never (Music From The Motion Picture)/06. Enter Sandman.flac,..\data\masterDS,..\data\masterDS\06. Enter Sandman20.flac,sample
Metallica,hombre,1983 - Kill ’Em All,06. Whiplash,/audio/hombre/Metallica/1983 - Kill ’Em All,/audio/hombre/Metallica/1983 - Kill ’Em All/06. Whiplash.flac,..\data\masterDS,..\data\masterDS\06. Whiplash20.flac,sample
Metallica,hombre,2016 - Hardwired...To Self-Destruct (3xCD),07. The Four Horsemen (Live),/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/07. The Four Horsemen (Live).flac,..\data\masterDS,..\data\masterDS\07. The Four Horsemen (Live)17.flac,sample
Metallica,hombre,1999 - S&M (2xCD),03. For Whom The Bell Tolls,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/03. For Whom The Bell Tolls.flac,..\data\masterDS,..\data\masterDS\03. For Whom The Bell Tolls2.flac,sample
Metallica,hombre,2022 - No Life 'Til Leather_Definitive Edition,04. Seek & Destroy (McGovney's Cassette Master Version),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/04. Seek & Destroy (McGovney's Cassette Master Version).flac,..\data\masterDS,..\data\masterDS\04. Seek & Destroy (McGovney's Cassette Master Version)16.flac,sample
Metallica,hombre,Load,09. Poor Twisted Me,/audio/hombre/Metallica/Load,/audio/hombre/Metallica/Load/09. Poor Twisted Me.flac,..\data\masterDS,..\data\masterDS\09. Poor Twisted Me17.flac,sample
Metallica,hombre,2013 - Through The Never (Music From The Motion Picture),01. Cyanide,/audio/hombre/Metallica/2013 - Through The Never (Music From The Motion Picture),/audio/hombre/Metallica/2013 - Through The Never (Music From The Motion Picture)/01. Cyanide.flac,..\data\masterDS,..\data\masterDS\01. Cyanide33.flac,sample
Metallica,hombre,2011 - Lulu (2xCD),01. Frustration,/audio/hombre/Metallica/2011 - Lulu (2xCD),/audio/hombre/Metallica/2011 - Lulu (2xCD)/01. Frustration.flac,..\data\masterDS,..\data\masterDS\01. Frustration40.flac,sample
Metallica,hombre,1998 - Garage Inc (2xCD),09. The Prince,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/09. The Prince.flac,..\data\masterDS,..\data\masterDS\09. The Prince9.flac,sample
Metallica,hombre,2023 - 72 Seasons,10. Too Far Gone_,/audio/hombre/Metallica/2023 - 72 Seasons,/audio/hombre/Metallica/2023 - 72 Seasons/10. Too Far Gone_.flac,..\data\masterDS,..\data\masterDS\10. Too Far Gone_21.flac,sample
Metallica,hombre,1993 - Heavy Best,03. For Whom The Bell Tolls,/audio/hombre/Metallica/1993 - Heavy Best,/audio/hombre/Metallica/1993 - Heavy Best/03. For Whom The Bell Tolls.flac,..\data\masterDS,..\data\masterDS\03. For Whom The Bell Tolls27.flac,sample
Metallica,hombre,Load,01. Ain’t My Bitch,/audio/hombre/Metallica/Load,/audio/hombre/Metallica/Load/01. Ain’t My Bitch.flac,..\data\masterDS,..\data\masterDS\01. Ain’t My Bitch14.flac,sample
Metallica,hombre,2005 - Fan Can,10. One,/audio/hombre/Metallica/2005 - Fan Can,/audio/hombre/Metallica/2005 - Fan Can/10. One.flac,..\data\masterDS,..\data\masterDS\10. One48.flac,sample
Metallica,hombre,2008 - Death Magnetic,08. The Judas Kiss,/audio/hombre/Metallica/2008 - Death Magnetic,/audio/hombre/Metallica/2008 - Death Magnetic/08. The Judas Kiss.flac,..\data\masterDS,..\data\masterDS\08. The Judas Kiss31.flac,sample
Metallica,hombre,2022 - No Life 'Til Leather_Definitive Edition,01. Motorbreath (McGovney's Cassette Master Version),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/01. Motorbreath (McGovney's Cassette Master Version).flac,..\data\masterDS,..\data\masterDS\01. Motorbreath (McGovney's Cassette Master Version)19.flac,sample
Metallica,hombre,2005 - Fan Can,08. Fade To Black,/audio/hombre/Metallica/2005 - Fan Can,/audio/hombre/Metallica/2005 - Fan Can/08. Fade To Black.flac,..\data\masterDS,..\data\masterDS\08. Fade To Black15.flac,sample
Metallica,hombre,1997 - Reload,13. Fixxxer,/audio/hombre/Metallica/1997 - Reload,/audio/hombre/Metallica/1997 - Reload/13. Fixxxer.flac,..\data\masterDS,..\data\masterDS\13. Fixxxer29.flac,sample
Metallica,hombre,2008 - Death Magnetic,04. The Day That Never Comes,/audio/hombre/Metallica/2008 - Death Magnetic,/audio/hombre/Metallica/2008 - Death Magnetic/04. The Day That Never Comes.flac,..\data\masterDS,..\data\masterDS\04. The Day That Never Comes8.flac,sample
Metallica,hombre,Black Album,08. Nothing Else Matters,/audio/hombre/Metallica/Black Album,/audio/hombre/Metallica/Black Album/08. Nothing Else Matters.flac,..\data\masterDS,..\data\masterDS\08. Nothing Else Matters11.flac,sample
Metallica,hombre,Load,12. Thorn Within,/audio/hombre/Metallica/Load,/audio/hombre/Metallica/Load/12. Thorn Within.flac,..\data\masterDS,..\data\masterDS\12. Thorn Within11.flac,sample
Metallica,hombre,2013 - Through The Never (Music From The Motion Picture),02. …And Justice For All,/audio/hombre/Metallica/2013 - Through The Never (Music From The Motion Picture),/audio/hombre/Metallica/2013 - Through The Never (Music From The Motion Picture)/02. …And Justice For All.flac,..\data\masterDS,..\data\masterDS\02. …And Justice For All1.flac,sample
Metallica,hombre,2003 - St. Anger,07. Shoot Me Again,/audio/hombre/Metallica/2003 - St. Anger,/audio/hombre/Metallica/2003 - St. Anger/07. Shoot Me Again.flac,..\data\masterDS,..\data\masterDS\07. Shoot Me Again32.flac,sample
Metallica,hombre,2008 - Death Magnetic,10. My Apocalypse,/audio/hombre/Metallica/2008 - Death Magnetic,/audio/hombre/Metallica/2008 - Death Magnetic/10. My Apocalypse.flac,..\data\masterDS,..\data\masterDS\10. My Apocalypse20.flac,sample
Metallica,hombre,1991 - Open Graves,10. Whiplash,/audio/hombre/Metallica/1991 - Open Graves,/audio/hombre/Metallica/1991 - Open Graves/10. Whiplash.flac,..\data\masterDS,..\data\masterDS\10. Whiplash9.flac,sample
Metallica,hombre,1993 - Live Shit_Binge & Purge (3xCD),03. Fade To Black,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/03. Fade To Black.flac,..\data\masterDS,..\data\masterDS\03. Fade To Black7.flac,sample
Metallica,hombre,1996 - Fan Can,04. Medley #2,/audio/hombre/Metallica/1996 - Fan Can,/audio/hombre/Metallica/1996 - Fan Can/04. Medley #2.flac,..\data\masterDS,..\data\masterDS\04. Medley #225.flac,sample
Metallica,hombre,Load,14. The Outlaw Torn,/audio/hombre/Metallica/Load,/audio/hombre/Metallica/Load/14. The Outlaw Torn.flac,..\data\masterDS,..\data\masterDS\14. The Outlaw Torn23.flac,sample
Metallica,hombre,2013 - Through The Never (Music From The Motion Picture),01. Cyanide,/audio/hombre/Metallica/2013 - Through The Never (Music From The Motion Picture),/audio/hombre/Metallica/2013 - Through The Never (Music From The Motion Picture)/01. Cyanide.flac,..\data\masterDS,..\data\masterDS\01. Cyanide32.flac,sample
Metallica,hombre,1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),03. One,/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996)/03. One.flac,..\data\masterDS,..\data\masterDS\03. One6.flac,sample
Metallica,hombre,Load,03. The House Jack Built,/audio/hombre/Metallica/Load,/audio/hombre/Metallica/Load/03. The House Jack Built.flac,..\data\masterDS,..\data\masterDS\03. The House Jack Built38.flac,sample
Metallica,hombre,1998 - Garage Inc (2xCD),03. The Wait,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/03. The Wait.flac,..\data\masterDS,..\data\masterDS\03. The Wait28.flac,sample
Metallica,hombre,2023 - 72 Seasons,01. 72 Seasons,/audio/hombre/Metallica/2023 - 72 Seasons,/audio/hombre/Metallica/2023 - 72 Seasons/01. 72 Seasons.flac,..\data\masterDS,..\data\masterDS\01. 72 Seasons3.flac,sample
Metallica,hombre,1991 - Open Graves,12. Am I Evil_ _ Battery,/audio/hombre/Metallica/1991 - Open Graves,/audio/hombre/Metallica/1991 - Open Graves/12. Am I Evil_ _ Battery.flac,..\data\masterDS,..\data\masterDS\12. Am I Evil_ _ Battery3.flac,sample
Metallica,hombre,2013 - Through The Never (Music From The Motion Picture),05. Ride The Lightning,/audio/hombre/Metallica/2013 - Through The Never (Music From The Motion Picture),/audio/hombre/Metallica/2013 - Through The Never (Music From The Motion Picture)/05. Ride The Lightning.flac,..\data\masterDS,..\data\masterDS\05. Ride The Lightning22.flac,sample
Metallica,hombre,1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),01. Fade To Black,/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996)/01. Fade To Black.flac,..\data\masterDS,..\data\masterDS\01. Fade To Black35.flac,sample
Metallica,hombre,1993 - Live Shit_Binge & Purge (3xCD),04. Welcome Home (Sanitarium),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/04. Welcome Home (Sanitarium).flac,..\data\masterDS,..\data\masterDS\04. Welcome Home (Sanitarium)12.flac,sample
Metallica,hombre,2016 - Hardwired...To Self-Destruct (3xCD),08. Ride The Lightning (Live),/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/08. Ride The Lightning (Live).flac,..\data\masterDS,..\data\masterDS\08. Ride The Lightning (Live)22.flac,sample
Metallica,hombre,1983 - Kill ’Em All,10. Metal Militia,/audio/hombre/Metallica/1983 - Kill ’Em All,/audio/hombre/Metallica/1983 - Kill ’Em All/10. Metal Militia.flac,..\data\masterDS,..\data\masterDS\10. Metal Militia23.flac,sample
Metallica,hombre,2023 - 72 Seasons,11. Room Of Mirrors,/audio/hombre/Metallica/2023 - 72 Seasons,/audio/hombre/Metallica/2023 - 72 Seasons/11. Room Of Mirrors.flac,..\data\masterDS,..\data\masterDS\11. Room Of Mirrors8.flac,sample
Metallica,hombre,2013 - Through The Never (Music From The Motion Picture),05. Ride The Lightning,/audio/hombre/Metallica/2013 - Through The Never (Music From The Motion Picture),/audio/hombre/Metallica/2013 - Through The Never (Music From The Motion Picture)/05. Ride The Lightning.flac,..\data\masterDS,..\data\masterDS\05. Ride The Lightning21.flac,sample
Metallica,hombre,2011 - Lulu (2xCD),01. Brandenburg Gate,/audio/hombre/Metallica/2011 - Lulu (2xCD),/audio/hombre/Metallica/2011 - Lulu (2xCD)/01. Brandenburg Gate.flac,..\data\masterDS,..\data\masterDS\01. Brandenburg Gate7.flac,sample
Metallica,hombre,2022 - No Life 'Til Leather_Definitive Edition,01. Motorbreath (McGovney's Cassette Master Version),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/01. Motorbreath (McGovney's Cassette Master Version).flac,..\data\masterDS,..\data\masterDS\01. Motorbreath (McGovney's Cassette Master Version)12.flac,sample
Metallica,hombre,Black Album,02. Sad But True,/audio/hombre/Metallica/Black Album,/audio/hombre/Metallica/Black Album/02. Sad But True.flac,..\data\masterDS,..\data\masterDS\02. Sad But True14.flac,sample
Metallica,hombre,1993 - Live Shit_Binge & Purge (3xCD),08. Justice Medley_ Eye Of The Beholder _ Blackened _ The Frayed Ends Of Sanity _ …And Justice For All _ Blackened,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/08. Justice Medley_ Eye Of The Beholder _ Blackened _ The Frayed Ends Of Sanity _ …And Justice For All _ Blackened.flac,..\data\masterDS,..\data\masterDS\08. Justice Medley_ Eye Of The Beholder _ Blackened _ The Frayed Ends Of Sanity _ …And Justice For All _ Blackened33.flac,sample
Metallica,hombre,Load,10. Wasting My Hate,/audio/hombre/Metallica/Load,/audio/hombre/Metallica/Load/10. Wasting My Hate.flac,..\data\masterDS,..\data\masterDS\10. Wasting My Hate20.flac,sample
Metallica,hombre,1993 - Live Shit_Binge & Purge (3xCD),01. The Ecstasy Of Gold _ Enter Sandman,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/01. The Ecstasy Of Gold _ Enter Sandman.flac,..\data\masterDS,..\data\masterDS\01. The Ecstasy Of Gold _ Enter Sandman1.flac,sample
Metallica,hombre,1999 - S&M (2xCD),04. Of Wolf And Man,/audio/hombre/Metallica/1999 - S&M (2xCD),/audio/hombre/Metallica/1999 - S&M (2xCD)/04. Of Wolf And Man.flac,..\data\masterDS,..\data\masterDS\04. Of Wolf And Man24.flac,sample
Metallica,hombre,1983 - Kill ’Em All,11. Am I Evil_,/audio/hombre/Metallica/1983 - Kill ’Em All,/audio/hombre/Metallica/1983 - Kill ’Em All/11. Am I Evil_.flac,..\data\masterDS,..\data\masterDS\11. Am I Evil_3.flac,sample
Metallica,hombre,1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),02. King Nothing,/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996)/02. King Nothing.flac,..\data\masterDS,..\data\masterDS\02. King Nothing38.flac,sample
Metallica,hombre,Black Album,12. The Struggle Within,/audio/hombre/Metallica/Black Album,/audio/hombre/Metallica/Black Album/12. The Struggle Within.flac,..\data\masterDS,..\data\masterDS\12. The Struggle Within12.flac,sample
Metallica,hombre,1998 - Garage Inc (2xCD),03. The Wait,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/03. The Wait.flac,..\data\masterDS,..\data\masterDS\03. The Wait20.flac,sample
Metallica,hombre,2008 - Death Magnetic,09. Suicide & Redemption,/audio/hombre/Metallica/2008 - Death Magnetic,/audio/hombre/Metallica/2008 - Death Magnetic/09. Suicide & Redemption.flac,..\data\masterDS,..\data\masterDS\09. Suicide & Redemption47.flac,sample
Metallica,hombre,1998 - Garage Inc (2xCD),07. Mercyful Fate,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/07. Mercyful Fate.flac,..\data\masterDS,..\data\masterDS\07. Mercyful Fate47.flac,sample
Metallica,hombre,1993 - Live Shit_Binge & Purge (3xCD),09. Solos (Bass _ Guitar),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/09. Solos (Bass _ Guitar).flac,..\data\masterDS,..\data\masterDS\09. Solos (Bass _ Guitar)44.flac,sample
Metallica,hombre,1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),02. King Nothing,/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996)/02. King Nothing.flac,..\data\masterDS,..\data\masterDS\02. King Nothing21.flac,sample
Metallica,hombre,1997 - Reload,12. Attitude,/audio/hombre/Metallica/1997 - Reload,/audio/hombre/Metallica/1997 - Reload/12. Attitude.flac,..\data\masterDS,..\data\masterDS\12. Attitude20.flac,sample
Metallica,hombre,"2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)",11. Fade To Black,"/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)","/audio/hombre/Metallica/2001 - Fan Can #4 (Live At Reunion Arena_Dallas,TX_05 02_1989)/11. Fade To Black.flac",..\data\masterDS,..\data\masterDS\11. Fade To Black4.flac,sample
Metallica,hombre,1986 - Master Of Puppets,05. Disposable Heroes,/audio/hombre/Metallica/1986 - Master Of Puppets,/audio/hombre/Metallica/1986 - Master Of Puppets/05. Disposable Heroes.flac,..\data\masterDS,..\data\masterDS\05. Disposable Heroes38.flac,sample
Metallica,hombre,2016 - Hardwired...To Self-Destruct (3xCD),04. Remember Tomorrow,/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/04. Remember Tomorrow.flac,..\data\masterDS,..\data\masterDS\04. Remember Tomorrow33.flac,sample
Metallica,hombre,2022 - No Life 'Til Leather_Definitive Edition,10. Hit The Lights (2015 Record Store Day Version),/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition,/audio/hombre/Metallica/2022 - No Life 'Til Leather_Definitive Edition/10. Hit The Lights (2015 Record Store Day Version).flac,..\data\masterDS,..\data\masterDS\10. Hit The Lights (2015 Record Store Day Version)22.flac,sample
Metallica,hombre,1991 - Open Graves,05. Sad But True,/audio/hombre/Metallica/1991 - Open Graves,/audio/hombre/Metallica/1991 - Open Graves/05. Sad But True.flac,..\data\masterDS,..\data\masterDS\05. Sad But True13.flac,sample
Metallica,hombre,1986 - Master Of Puppets,01. Battery,/audio/hombre/Metallica/1986 - Master Of Puppets,/audio/hombre/Metallica/1986 - Master Of Puppets/01. Battery.flac,..\data\masterDS,..\data\masterDS\01. Battery23.flac,sample
Metallica,hombre,2016 - Hardwired...To Self-Destruct (3xCD),04. Remember Tomorrow,/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD),/audio/hombre/Metallica/2016 - Hardwired...To Self-Destruct (3xCD)/04. Remember Tomorrow.flac,..\data\masterDS,..\data\masterDS\04. Remember Tomorrow34.flac,sample
Metallica,hombre,1984 - Ride The Lightning,03. For Whom The Bell Tolls,/audio/hombre/Metallica/1984 - Ride The Lightning,/audio/hombre/Metallica/1984 - Ride The Lightning/03. For Whom The Bell Tolls.flac,..\data\masterDS,..\data\masterDS\03. For Whom The Bell Tolls4.flac,sample
Metallica,hombre,Load,12. Thorn Within,/audio/hombre/Metallica/Load,/audio/hombre/Metallica/Load/12. Thorn Within.flac,..\data\masterDS,..\data\masterDS\12. Thorn Within32.flac,sample
