,MFI,artist,album,song,original_path,original_file,16k_path,16k_file,sample_full
15832,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),01. Through The Never,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/01. Through The Never.flac,..\data\masterDS,..\data\masterDS\01. Through The Never0.flac,full
15855,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),02. Creeping Death,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/02. Creeping Death.flac,..\data\masterDS,..\data\masterDS\02. Creeping Death0.flac,full
15900,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),02. For Whom The Bell Tolls,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/02. For Whom The Bell Tolls.flac,..\data\masterDS,..\data\masterDS\02. For Whom The Bell Tolls0.flac,full
15935,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),02. Wherever I May Roam,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/02. Wherever I May Roam.flac,..\data\masterDS,..\data\masterDS\02. Wherever I May Roam0.flac,full
15975,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),03. Am I Evil_,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/03. Am I Evil_.flac,..\data\masterDS,..\data\masterDS\03. Am I Evil_0.flac,full
16010,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),03. Fade To Black,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/03. Fade To Black.flac,..\data\masterDS,..\data\masterDS\03. Fade To Black0.flac,full
16054,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),03. Harvester Of Sorrow,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/03. Harvester Of Sorrow.flac,..\data\masterDS,..\data\masterDS\03. Harvester Of Sorrow0.flac,full
16098,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),04. Last Caress,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/04. Last Caress.flac,..\data\masterDS,..\data\masterDS\04. Last Caress0.flac,full
16107,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),04. Master Of Puppets,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/04. Master Of Puppets.flac,..\data\masterDS,..\data\masterDS\04. Master Of Puppets0.flac,full
16135,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),04. Welcome Home (Sanitarium),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/04. Welcome Home (Sanitarium).flac,..\data\masterDS,..\data\masterDS\04. Welcome Home (Sanitarium)0.flac,full
16175,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),05. One,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/05. One.flac,..\data\masterDS,..\data\masterDS\05. One0.flac,full
16238,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),05. Sad But True,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/05. Sad But True.flac,..\data\masterDS,..\data\masterDS\05. Sad But True0.flac,full
16275,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),05. Seek & Destroy,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/05. Seek & Destroy.flac,..\data\masterDS,..\data\masterDS\05. Seek & Destroy0.flac,full
16384,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),06. Of Wolf And Man,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/06. Of Wolf And Man.flac,..\data\masterDS,..\data\masterDS\06. Of Wolf And Man0.flac,full
16423,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),06. So What _ Battery,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/06. So What _ Battery.flac,..\data\masterDS,..\data\masterDS\06. So What _ Battery0.flac,full
16484,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),06. Whiplash,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/06. Whiplash.flac,..\data\masterDS,..\data\masterDS\06. Whiplash0.flac,full
16518,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),07. The Four Horsemen,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/07. The Four Horsemen.flac,..\data\masterDS,..\data\masterDS\07. The Four Horsemen0.flac,full
16555,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),07. The Unforgiven,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/07. The Unforgiven.flac,..\data\masterDS,..\data\masterDS\07. The Unforgiven0.flac,full
16596,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),08. Justice Medley_ Eye Of The Beholder _ Blackened _ The Frayed Ends Of Sanity _ …And Justice For All _ Blackened,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/08. Justice Medley_ Eye Of The Beholder _ Blackened _ The Frayed Ends Of Sanity _ …And Justice For All _ Blackened.flac,..\data\masterDS,..\data\masterDS\08. Justice Medley_ Eye Of The Beholder _ Blackened _ The Frayed Ends Of Sanity _ …And Justice For All _ Blackened0.flac,full
16654,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),08. Motorbreath,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/08. Motorbreath.flac,..\data\masterDS,..\data\masterDS\08. Motorbreath0.flac,full
16674,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),09. Solos (Bass _ Guitar),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/09. Solos (Bass _ Guitar).flac,..\data\masterDS,..\data\masterDS\09. Solos (Bass _ Guitar)0.flac,full
16787,hombre,Metallica,1993 - Live Shit_Binge & Purge (3xCD),09. Stone Cold Crazy,/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD),/audio/hombre/Metallica/1993 - Live Shit_Binge & Purge (3xCD)/09. Stone Cold Crazy.flac,..\data\masterDS,..\data\masterDS\09. Stone Cold Crazy0.flac,full
16821,hombre,Metallica,1996 - Apocalyptica_Plays Metallica By Four Cellos,01. Enter Sandman,/audio/hombre/Metallica/1996 - Apocalyptica_Plays Metallica By Four Cellos,/audio/hombre/Metallica/1996 - Apocalyptica_Plays Metallica By Four Cellos/01. Enter Sandman.flac,..\data\masterDS,..\data\masterDS\01. Enter Sandman0.flac,full
16844,hombre,Metallica,1996 - Apocalyptica_Plays Metallica By Four Cellos,02. Master Of Puppets,/audio/hombre/Metallica/1996 - Apocalyptica_Plays Metallica By Four Cellos,/audio/hombre/Metallica/1996 - Apocalyptica_Plays Metallica By Four Cellos/02. Master Of Puppets.flac,..\data\masterDS,..\data\masterDS\02. Master Of Puppets0.flac,full
16888,hombre,Metallica,1996 - Apocalyptica_Plays Metallica By Four Cellos,03. Harvester Of Sorrow,/audio/hombre/Metallica/1996 - Apocalyptica_Plays Metallica By Four Cellos,/audio/hombre/Metallica/1996 - Apocalyptica_Plays Metallica By Four Cellos/03. Harvester Of Sorrow.flac,..\data\masterDS,..\data\masterDS\03. Harvester Of Sorrow0.flac,full
16926,hombre,Metallica,1996 - Apocalyptica_Plays Metallica By Four Cellos,04. The Unforgiven,/audio/hombre/Metallica/1996 - Apocalyptica_Plays Metallica By Four Cellos,/audio/hombre/Metallica/1996 - Apocalyptica_Plays Metallica By Four Cellos/04. The Unforgiven.flac,..\data\masterDS,..\data\masterDS\04. The Unforgiven0.flac,full
16959,hombre,Metallica,1996 - Apocalyptica_Plays Metallica By Four Cellos,05. Sad But True,/audio/hombre/Metallica/1996 - Apocalyptica_Plays Metallica By Four Cellos,/audio/hombre/Metallica/1996 - Apocalyptica_Plays Metallica By Four Cellos/05. Sad But True.flac,..\data\masterDS,..\data\masterDS\05. Sad But True0.flac,full
16988,hombre,Metallica,1996 - Apocalyptica_Plays Metallica By Four Cellos,06. Creeping Death,/audio/hombre/Metallica/1996 - Apocalyptica_Plays Metallica By Four Cellos,/audio/hombre/Metallica/1996 - Apocalyptica_Plays Metallica By Four Cellos/06. Creeping Death.flac,..\data\masterDS,..\data\masterDS\06. Creeping Death0.flac,full
17019,hombre,Metallica,1996 - Apocalyptica_Plays Metallica By Four Cellos,07. Wherever I May Roam,/audio/hombre/Metallica/1996 - Apocalyptica_Plays Metallica By Four Cellos,/audio/hombre/Metallica/1996 - Apocalyptica_Plays Metallica By Four Cellos/07. Wherever I May Roam.flac,..\data\masterDS,..\data\masterDS\07. Wherever I May Roam0.flac,full
17056,hombre,Metallica,1996 - Apocalyptica_Plays Metallica By Four Cellos,08. Welcome Home (Sanitarium),/audio/hombre/Metallica/1996 - Apocalyptica_Plays Metallica By Four Cellos,/audio/hombre/Metallica/1996 - Apocalyptica_Plays Metallica By Four Cellos/08. Welcome Home (Sanitarium).flac,..\data\masterDS,..\data\masterDS\08. Welcome Home (Sanitarium)0.flac,full
17092,hombre,Metallica,1996 - Fan Can,01. Breadfan,/audio/hombre/Metallica/1996 - Fan Can,/audio/hombre/Metallica/1996 - Fan Can/01. Breadfan.flac,..\data\masterDS,..\data\masterDS\01. Breadfan0.flac,full
17112,hombre,Metallica,1996 - Fan Can,02. Motorbreath,/audio/hombre/Metallica/1996 - Fan Can,/audio/hombre/Metallica/1996 - Fan Can/02. Motorbreath.flac,..\data\masterDS,..\data\masterDS\02. Motorbreath0.flac,full
17132,hombre,Metallica,1996 - Fan Can,03. Medley #1,/audio/hombre/Metallica/1996 - Fan Can,/audio/hombre/Metallica/1996 - Fan Can/03. Medley #1.flac,..\data\masterDS,..\data\masterDS\03. Medley #10.flac,full
17176,hombre,Metallica,1996 - Fan Can,04. Medley #2,/audio/hombre/Metallica/1996 - Fan Can,/audio/hombre/Metallica/1996 - Fan Can/04. Medley #2.flac,..\data\masterDS,..\data\masterDS\04. Medley #20.flac,full
17204,hombre,Metallica,1996 - Fan Can,05. Medley #3,/audio/hombre/Metallica/1996 - Fan Can,/audio/hombre/Metallica/1996 - Fan Can/05. Medley #3.flac,..\data\masterDS,..\data\masterDS\05. Medley #30.flac,full
17257,hombre,Metallica,1996 - Fan Can,06. Medley #4,/audio/hombre/Metallica/1996 - Fan Can,/audio/hombre/Metallica/1996 - Fan Can/06. Medley #4.flac,..\data\masterDS,..\data\masterDS\06. Medley #40.flac,full
17284,hombre,Metallica,1996 - Fan Can,07. Medley #5,/audio/hombre/Metallica/1996 - Fan Can,/audio/hombre/Metallica/1996 - Fan Can/07. Medley #5.flac,..\data\masterDS,..\data\masterDS\07. Medley #50.flac,full
17309,hombre,Metallica,1996 - Fan Can,08. Medley #6,/audio/hombre/Metallica/1996 - Fan Can,/audio/hombre/Metallica/1996 - Fan Can/08. Medley #6.flac,..\data\masterDS,..\data\masterDS\08. Medley #60.flac,full
17337,hombre,Metallica,1996 - Fan Can,09. Talk In The Studio,/audio/hombre/Metallica/1996 - Fan Can,/audio/hombre/Metallica/1996 - Fan Can/09. Talk In The Studio.flac,..\data\masterDS,..\data\masterDS\09. Talk In The Studio0.flac,full
17350,hombre,Metallica,1996 - Fan Can,10. Medley #7,/audio/hombre/Metallica/1996 - Fan Can,/audio/hombre/Metallica/1996 - Fan Can/10. Medley #7.flac,..\data\masterDS,..\data\masterDS\10. Medley #70.flac,full
17387,hombre,Metallica,1996 - Fan Can,11. Jam,/audio/hombre/Metallica/1996 - Fan Can,/audio/hombre/Metallica/1996 - Fan Can/11. Jam.flac,..\data\masterDS,..\data\masterDS\11. Jam0.flac,full
17427,hombre,Metallica,1996 - Fan Can,12. Better Than You,/audio/hombre/Metallica/1996 - Fan Can,/audio/hombre/Metallica/1996 - Fan Can/12. Better Than You.flac,..\data\masterDS,..\data\masterDS\12. Better Than You0.flac,full
17465,hombre,Metallica,1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),01. Fade To Black,/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996)/01. Fade To Black.flac,..\data\masterDS,..\data\masterDS\01. Fade To Black0.flac,full
17518,hombre,Metallica,1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),02. King Nothing,/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996)/02. King Nothing.flac,..\data\masterDS,..\data\masterDS\02. King Nothing0.flac,full
17562,hombre,Metallica,1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),03. One,/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996)/03. One.flac,..\data\masterDS,..\data\masterDS\03. One0.flac,full
17610,hombre,Metallica,1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),04. Whenever I May Roam,/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996)/04. Whenever I May Roam.flac,..\data\masterDS,..\data\masterDS\04. Whenever I May Roam0.flac,full
17654,hombre,Metallica,1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),05. Nothing Else Matters,/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996)/05. Nothing Else Matters.flac,..\data\masterDS,..\data\masterDS\05. Nothing Else Matters0.flac,full
17691,hombre,Metallica,1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),06. Last Caress,/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996)/06. Last Caress.flac,..\data\masterDS,..\data\masterDS\06. Last Caress0.flac,full
17704,hombre,Metallica,1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),07. Master Of Puppets ,/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996)/07. Master Of Puppets .flac,..\data\masterDS,..\data\masterDS\07. Master Of Puppets 0.flac,full
17729,hombre,Metallica,1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),08. Overkill,/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996)/08. Overkill.flac,..\data\masterDS,..\data\masterDS\08. Overkill0.flac,full
17759,hombre,Metallica,1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),09. Motorbreath,/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996),/audio/hombre/Metallica/1997 - Fan Can #2 (San Francisco Slim's Club_June 9th & 10th_1996)/09. Motorbreath.flac,..\data\masterDS,..\data\masterDS\09. Motorbreath0.flac,full
17792,hombre,Metallica,1997 - Reload,01. Fuel,/audio/hombre/Metallica/1997 - Reload,/audio/hombre/Metallica/1997 - Reload/01. Fuel.flac,..\data\masterDS,..\data\masterDS\01. Fuel0.flac,full
17819,hombre,Metallica,1997 - Reload,02. The Memory Remains,/audio/hombre/Metallica/1997 - Reload,/audio/hombre/Metallica/1997 - Reload/02. The Memory Remains.flac,..\data\masterDS,..\data\masterDS\02. The Memory Remains0.flac,full
17847,hombre,Metallica,1997 - Reload,03. Devil’s Dance,/audio/hombre/Metallica/1997 - Reload,/audio/hombre/Metallica/1997 - Reload/03. Devil’s Dance.flac,..\data\masterDS,..\data\masterDS\03. Devil’s Dance0.flac,full
17879,hombre,Metallica,1997 - Reload,04. The Unforgiven II,/audio/hombre/Metallica/1997 - Reload,/audio/hombre/Metallica/1997 - Reload/04. The Unforgiven II.flac,..\data\masterDS,..\data\masterDS\04. The Unforgiven II0.flac,full
17919,hombre,Metallica,1997 - Reload,05. Better Than You,/audio/hombre/Metallica/1997 - Reload,/audio/hombre/Metallica/1997 - Reload/05. Better Than You.flac,..\data\masterDS,..\data\masterDS\05. Better Than You0.flac,full
17952,hombre,Metallica,1997 - Reload,06. Slither,/audio/hombre/Metallica/1997 - Reload,/audio/hombre/Metallica/1997 - Reload/06. Slither.flac,..\data\masterDS,..\data\masterDS\06. Slither0.flac,full
17984,hombre,Metallica,1997 - Reload,07. Carpe Diem Baby,/audio/hombre/Metallica/1997 - Reload,/audio/hombre/Metallica/1997 - Reload/07. Carpe Diem Baby.flac,..\data\masterDS,..\data\masterDS\07. Carpe Diem Baby0.flac,full
18022,hombre,Metallica,1997 - Reload,08. Bad Seed,/audio/hombre/Metallica/1997 - Reload,/audio/hombre/Metallica/1997 - Reload/08. Bad Seed.flac,..\data\masterDS,..\data\masterDS\08. Bad Seed0.flac,full
18047,hombre,Metallica,1997 - Reload,09. Where The Wild Things Are,/audio/hombre/Metallica/1997 - Reload,/audio/hombre/Metallica/1997 - Reload/09. Where The Wild Things Are.flac,..\data\masterDS,..\data\masterDS\09. Where The Wild Things Are0.flac,full
18089,hombre,Metallica,1997 - Reload,10. Prince Charming,/audio/hombre/Metallica/1997 - Reload,/audio/hombre/Metallica/1997 - Reload/10. Prince Charming.flac,..\data\masterDS,..\data\masterDS\10. Prince Charming0.flac,full
18126,hombre,Metallica,1997 - Reload,11. Low Man’s Lyric,/audio/hombre/Metallica/1997 - Reload,/audio/hombre/Metallica/1997 - Reload/11. Low Man’s Lyric.flac,..\data\masterDS,..\data\masterDS\11. Low Man’s Lyric0.flac,full
18172,hombre,Metallica,1997 - Reload,12. Attitude,/audio/hombre/Metallica/1997 - Reload,/audio/hombre/Metallica/1997 - Reload/12. Attitude.flac,..\data\masterDS,..\data\masterDS\12. Attitude0.flac,full
18204,hombre,Metallica,1997 - Reload,13. Fixxxer,/audio/hombre/Metallica/1997 - Reload,/audio/hombre/Metallica/1997 - Reload/13. Fixxxer.flac,..\data\masterDS,..\data\masterDS\13. Fixxxer0.flac,full
18254,hombre,Metallica,1998 - Garage Inc (2xCD),01. Free Speech For The Dumb,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/01. Free Speech For The Dumb.flac,..\data\masterDS,..\data\masterDS\01. Free Speech For The Dumb0.flac,full
18270,hombre,Metallica,1998 - Garage Inc (2xCD),01. Helpless,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/01. Helpless.flac,..\data\masterDS,..\data\masterDS\01. Helpless0.flac,full
18310,hombre,Metallica,1998 - Garage Inc (2xCD),02. It’s Electric,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/02. It’s Electric.flac,..\data\masterDS,..\data\masterDS\02. It’s Electric0.flac,full
18332,hombre,Metallica,1998 - Garage Inc (2xCD),02. The Small Hours,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/02. The Small Hours.flac,..\data\masterDS,..\data\masterDS\02. The Small Hours0.flac,full
18373,hombre,Metallica,1998 - Garage Inc (2xCD),03. Sabbra Cadabra,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/03. Sabbra Cadabra.flac,..\data\masterDS,..\data\masterDS\03. Sabbra Cadabra0.flac,full
18412,hombre,Metallica,1998 - Garage Inc (2xCD),03. The Wait,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/03. The Wait.flac,..\data\masterDS,..\data\masterDS\03. The Wait0.flac,full
18442,hombre,Metallica,1998 - Garage Inc (2xCD),04. Crash Course In Brain Surgery,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/04. Crash Course In Brain Surgery.flac,..\data\masterDS,..\data\masterDS\04. Crash Course In Brain Surgery0.flac,full
18462,hombre,Metallica,1998 - Garage Inc (2xCD),04. Turn The Page,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/04. Turn The Page.flac,..\data\masterDS,..\data\masterDS\04. Turn The Page0.flac,full
18499,hombre,Metallica,1998 - Garage Inc (2xCD),"05. Die, Die My Darling",/audio/hombre/Metallica/1998 - Garage Inc (2xCD),"/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/05. Die, Die My Darling.flac",..\data\masterDS,"..\data\masterDS\05. Die, Die My Darling0.flac",full
18514,hombre,Metallica,1998 - Garage Inc (2xCD),05. Last Caress _ Green Hell,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/05. Last Caress _ Green Hell.flac,..\data\masterDS,..\data\masterDS\05. Last Caress _ Green Hell0.flac,full
18535,hombre,Metallica,1998 - Garage Inc (2xCD),06. Am I Evil_,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/06. Am I Evil_.flac,..\data\masterDS,..\data\masterDS\06. Am I Evil_0.flac,full
18583,hombre,Metallica,1998 - Garage Inc (2xCD),06. Loverman,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/06. Loverman.flac,..\data\masterDS,..\data\masterDS\06. Loverman0.flac,full
18631,hombre,Metallica,1998 - Garage Inc (2xCD),07. Blitzkrieg,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/07. Blitzkrieg.flac,..\data\masterDS,..\data\masterDS\07. Blitzkrieg0.flac,full
18653,hombre,Metallica,1998 - Garage Inc (2xCD),07. Mercyful Fate,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/07. Mercyful Fate.flac,..\data\masterDS,..\data\masterDS\07. Mercyful Fate0.flac,full
18721,hombre,Metallica,1998 - Garage Inc (2xCD),08. Astronomy,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/08. Astronomy.flac,..\data\masterDS,..\data\masterDS\08. Astronomy0.flac,full
18761,hombre,Metallica,1998 - Garage Inc (2xCD),08. Breadfan,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/08. Breadfan.flac,..\data\masterDS,..\data\masterDS\08. Breadfan0.flac,full
18796,hombre,Metallica,1998 - Garage Inc (2xCD),09. The Prince,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/09. The Prince.flac,..\data\masterDS,..\data\masterDS\09. The Prince0.flac,full
18823,hombre,Metallica,1998 - Garage Inc (2xCD),09. Whiskey In The Jar,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/09. Whiskey In The Jar.flac,..\data\masterDS,..\data\masterDS\09. Whiskey In The Jar0.flac,full
18854,hombre,Metallica,1998 - Garage Inc (2xCD),10. Stone Cold Crazy,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/10. Stone Cold Crazy.flac,..\data\masterDS,..\data\masterDS\10. Stone Cold Crazy0.flac,full
18868,hombre,Metallica,1998 - Garage Inc (2xCD),10. Tuesday’s Gone,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/10. Tuesday’s Gone.flac,..\data\masterDS,..\data\masterDS\10. Tuesday’s Gone0.flac,full
18923,hombre,Metallica,1998 - Garage Inc (2xCD),11. So What,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/11. So What.flac,..\data\masterDS,..\data\masterDS\11. So What0.flac,full
18942,hombre,Metallica,1998 - Garage Inc (2xCD),11. The More I See,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/11. The More I See.flac,..\data\masterDS,..\data\masterDS\11. The More I See0.flac,full
18971,hombre,Metallica,1998 - Garage Inc (2xCD),12. Killing Time,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/12. Killing Time.flac,..\data\masterDS,..\data\masterDS\12. Killing Time0.flac,full
18990,hombre,Metallica,1998 - Garage Inc (2xCD),13. Overkill,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/13. Overkill.flac,..\data\masterDS,..\data\masterDS\13. Overkill0.flac,full
19015,hombre,Metallica,1998 - Garage Inc (2xCD),14. Damage Case,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/14. Damage Case.flac,..\data\masterDS,..\data\masterDS\14. Damage Case0.flac,full
19038,hombre,Metallica,1998 - Garage Inc (2xCD),15. Stone Dead Forever,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/15. Stone Dead Forever.flac,..\data\masterDS,..\data\masterDS\15. Stone Dead Forever0.flac,full
19068,hombre,Metallica,1998 - Garage Inc (2xCD),16. Too Late Too Late,/audio/hombre/Metallica/1998 - Garage Inc (2xCD),/audio/hombre/Metallica/1998 - Garage Inc (2xCD)/16. Too Late Too Late.flac,..\data\masterDS,..\data\masterDS\16. Too Late Too Late0.flac,full
